sku,unit_cost,current_price,suggested_price,product_category,date,product_name,product_description,units_sold,expected_units_sold,optimal_units_sold,min_price,max_price,global_optimal_price,current_margin_percentage,suggested_margin_percentage,optimal_margin_percentage,current_net_margin,expected_net_margin_expected_volume,optimal_net_margin,current_revenue,expected_revenue_expected_volume,optimal_revenue
ELEC003,90.0,105.74,130.28487569212874,Electronics,2024-01-01T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",118.0,93.0,93.0,110.0,150.0,130.28487713498137,0.17488888888888884,0.4476097299125415,0.44760974594423747,1857.3199999999995,3746.4934393679723,3746.4935735532677,12477.32,12116.493439367972,12116.493573553267
ELEC003,90.0,138.08,130.28487569212874,Electronics,2024-01-01T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",71.0,93.0,93.0,110.0,150.0,130.28487713498137,0.5342222222222224,0.4476097299125415,0.44760974594423747,3413.6800000000007,3746.4934393679723,3746.4935735532677,9803.68,12116.493439367972,12116.493573553267
ELEC003,90.0,152.91,130.28487569212874,Electronics,2024-01-01T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",27.0,93.0,93.0,110.0,150.0,130.28487713498137,0.699,0.4476097299125415,0.44760974594423747,1698.57,3746.4934393679723,3746.4935735532677,4128.57,12116.493439367972,12116.493573553267
ELEC003,90.0,158.58,130.28487569212874,Electronics,2024-01-01T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",16.0,93.0,93.0,110.0,150.0,130.28487713498137,0.7620000000000001,0.4476097299125415,0.44760974594423747,1097.2800000000002,3746.4934393679723,3746.4935735532677,2537.28,12116.493439367972,12116.493573553267
HOME001,38.12,54.41,49.99999217289893,Home & Kitchen,2024-01-01T00:00:00.000000,Blender,"High-powered blender with stainless steel blades, multiple speed settings, and a durable glass jar for smoothies, soups, and more.",56.0,69.0,57.0,41.0,50.0,54.064493901944566,0.42733473242392445,0.31164722384309895,0.418271088718378,912.24,819.7194599300262,908.8361524108404,3046.96,3449.999459930026,3081.67615241084
HOME002,55.0,90.59,83.20451646603145,Home & Kitchen,2024-01-01T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",52.0,78.0,78.0,65.4,115.0,83.2045155418969,0.6470909090909092,0.5128093902914809,0.5128093734890344,1850.6800000000003,2199.9522843504533,2199.9522122679577,4710.68,6489.952284350453,6489.952212267958
HOME002,55.0,101.55,83.20451646603145,Home & Kitchen,2024-01-01T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",16.0,78.0,78.0,65.4,115.0,83.2045155418969,0.8463636363636363,0.5128093902914809,0.5128093734890344,744.8,2199.9522843504533,2199.9522122679577,1624.8,6489.952284350453,6489.952212267958
HOME003,52.0,51.27,70.60789976734004,Home & Kitchen,2024-01-01T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",59.0,41.0,41.0,52.0,100.0,70.60790049081895,-0.014038461538461479,0.35784422629500084,0.3578442402080567,-43.069999999999816,762.9238904609418,762.9239201235769,3024.9300000000003,2894.923890460942,2894.923920123577
HOME003,52.0,81.57,70.60789976734004,Home & Kitchen,2024-01-01T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",15.0,41.0,41.0,52.0,100.0,70.60790049081895,0.5686538461538461,0.35784422629500084,0.3578442402080567,443.5499999999999,762.9238904609418,762.9239201235769,1223.55,2894.923890460942,2894.923920123577
HOME003,52.0,82.83,70.60789976734004,Home & Kitchen,2024-01-01T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",13.0,41.0,41.0,52.0,100.0,70.60790049081895,0.5928846153846153,0.35784422629500084,0.3578442402080567,400.78999999999996,762.9238904609418,762.9239201235769,1076.79,2894.923890460942,2894.923920123577
SPORT002,36.2,47.02,59.54019941630957,Sports & Outdoors,2024-01-01T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,83.0,61.0,61.0,45.0,86.0,59.540199862641444,0.29889502762430936,0.6447568899533029,0.6447569022829127,898.0600000000001,1423.7521643948835,1423.7521916211278,3902.6600000000003,3631.9521643948838,3631.952191621128
SPORT002,36.2,63.59,59.54019941630957,Sports & Outdoors,2024-01-01T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,50.0,61.0,61.0,45.0,86.0,59.540199862641444,0.7566298342541437,0.6447568899533029,0.6447569022829127,1369.5,1423.7521643948835,1423.7521916211278,3179.5,3631.9521643948838,3631.952191621128
SPORT002,36.2,76.46,59.54019941630957,Sports & Outdoors,2024-01-01T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,16.0,61.0,61.0,45.0,86.0,59.540199862641444,1.1121546961325963,0.6447568899533029,0.6447569022829127,644.1599999999999,1423.7521643948835,1423.7521916211278,1223.36,3631.9521643948838,3631.952191621128
SPORT003,69.0,75.33,93.52136660930893,Sports & Outdoors,2024-01-01T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",38.0,27.0,27.0,77.0,123.0,93.52136971626526,0.09173913043478259,0.3553821247725931,0.3553821698009457,240.53999999999994,662.0768984513411,662.0769823391619,2862.54,2525.076898451341,2525.076982339162
SPORT003,69.0,97.51,93.52136660930893,Sports & Outdoors,2024-01-01T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",22.0,27.0,27.0,77.0,123.0,93.52136971626526,0.41318840579710153,0.3553821247725931,0.3553821698009457,627.2200000000001,662.0768984513411,662.0769823391619,2145.2200000000003,2525.076898451341,2525.076982339162
APP001,19.0,31.5,39.43162842039286,Apparel,2024-01-02T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",169.0,129.0,129.0,35.0,70.0,39.43162594582655,0.6578947368421053,1.0753488642312032,1.0753487339908712,2112.5,2635.680066230679,2635.6797470116253,5323.5,5086.68006623068,5086.679747011625
APP001,19.0,34.12,39.43162842039286,Apparel,2024-01-02T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",158.0,129.0,129.0,35.0,70.0,39.43162594582655,0.7957894736842104,1.0753488642312032,1.0753487339908712,2388.9599999999996,2635.680066230679,2635.6797470116253,5390.96,5086.68006623068,5086.679747011625
APP002,51.0,62.69,75.67936903803569,Apparel,2024-01-02T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",88.0,64.0,64.0,55.5,100.0,75.67936887750595,0.22921568627450975,0.48390919682422917,0.48390919367658725,1028.7199999999998,1579.479618434284,1579.4796081603808,5516.719999999999,4843.479618434284,4843.479608160381
APP003,42.0,84.61,61.91175684712575,Apparel,2024-01-02T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",19.0,154.0,154.0,49.99,90.0,61.91175577737907,1.0145238095238096,0.4740894487410893,0.47408942327093023,809.59,3066.410554457366,3066.410389716377,1607.59,9534.410554457365,9534.410389716377
BEAU001,8.1,8.93,10.686551185907641,Beauty & Health,2024-01-02T00:00:00.000000,Facial Cleanser,"Gentle daily foaming cleanser enriched with aloe vera and vitamin E, designed to remove impurities without drying the skin.",188.0,133.0,133.0,9.0,14.0,10.68655015061057,0.10246913580246915,0.319327306902178,0.31932717908772473,156.04000000000002,344.0113077257163,344.01117003120584,1678.84,1421.3113077257162,1421.3111700312058
BEAU001,8.1,9.77,10.686551185907641,Beauty & Health,2024-01-02T00:00:00.000000,Facial Cleanser,"Gentle daily foaming cleanser enriched with aloe vera and vitamin E, designed to remove impurities without drying the skin.",170.0,133.0,133.0,9.0,14.0,10.68655015061057,0.20617283950617285,0.319327306902178,0.31932717908772473,283.9,344.0113077257163,344.01117003120584,1660.8999999999999,1421.3113077257162,1421.3111700312058
BEAU002,12.0,24.33,25.842562469587794,Beauty & Health,2024-01-02T00:00:00.000000,Hair Dryer,"Professional-grade ionic hair dryer with multiple heat and speed settings, cool shot feature, and diffuser for salon-quality results.",61.0,56.0,56.0,23.45,37.0,25.842562633676025,1.0274999999999999,1.1535468724656495,1.1535468861396687,752.1299999999999,775.1834982969165,775.1835074858574,1484.1299999999999,1447.1834982969165,1447.1835074858573
BEAU002,12.0,37.88,25.842562469587794,Beauty & Health,2024-01-02T00:00:00.000000,Hair Dryer,"Professional-grade ionic hair dryer with multiple heat and speed settings, cool shot feature, and diffuser for salon-quality results.",3.0,56.0,56.0,23.45,37.0,25.842562633676025,2.1566666666666667,1.1535468724656495,1.1535468861396687,77.64000000000001,775.1834982969165,775.1835074858574,113.64000000000001,1447.1834982969165,1447.1835074858573
BEAU003,27.5,43.92,40.88652928974441,Beauty & Health,2024-01-02T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",61.0,84.0,84.0,33.2,59.0,40.8865292561377,0.5970909090909091,0.48678288326343305,0.4867828820413709,1001.6200000000001,1124.4684603385303,1124.4684575155668,2679.12,3434.4684603385303,3434.4684575155666
BEAU003,27.5,44.59,40.88652928974441,Beauty & Health,2024-01-02T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",55.0,84.0,84.0,33.2,59.0,40.8865292561377,0.6214545454545456,0.48678288326343305,0.4867828820413709,939.9500000000002,1124.4684603385303,1124.4684575155668,2452.4500000000003,3434.4684603385303,3434.4684575155666
ELEC001,81.0,103.08,98.42066722259658,Electronics,2024-01-02T00:00:00.000000,Wireless Headphones,"Premium over-ear headphones with active noise cancellation, deep bass, and Bluetooth 5.0 for seamless wireless audio.",61.0,84.0,84.0,90.0,110.0,98.42066721138626,0.27259259259259255,0.21506996571106884,0.21506996557266986,1346.8799999999999,1463.3360466981126,1463.3360457564459,6287.88,8267.336046698112,8267.336045756445
ELEC003,90.0,118.2,130.28487569212874,Electronics,2024-01-02T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",111.0,93.0,93.0,110.0,150.0,130.28487713498137,0.31333333333333335,0.4476097299125415,0.44760974594423747,3130.2000000000003,3746.4934393679723,3746.4935735532677,13120.2,12116.493439367972,12116.493573553267
ELEC003,90.0,141.62,130.28487569212874,Electronics,2024-01-02T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",60.0,93.0,93.0,110.0,150.0,130.28487713498137,0.5735555555555556,0.4476097299125415,0.44760974594423747,3097.2000000000003,3746.4934393679723,3746.4935735532677,8497.2,12116.493439367972,12116.493573553267
ELEC003,90.0,144.54,130.28487569212874,Electronics,2024-01-02T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",50.0,93.0,93.0,110.0,150.0,130.28487713498137,0.6059999999999999,0.4476097299125415,0.44760974594423747,2726.9999999999995,3746.4934393679723,3746.4935735532677,7227.0,12116.493439367972,12116.493573553267
HOME003,52.0,91.83,70.60789976734004,Home & Kitchen,2024-01-02T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",3.0,41.0,41.0,52.0,100.0,70.60790049081895,0.7659615384615385,0.35784422629500084,0.3578442402080567,119.49,762.9238904609418,762.9239201235769,275.49,2894.923890460942,2894.923920123577
SPORT001,18.0,25.32,25.436578035035986,Sports & Outdoors,2024-01-02T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",145.0,142.0,142.0,24.0,35.0,25.43657992489905,0.4066666666666667,0.4131432241686659,0.41314332916105834,1061.4,1055.99408097511,1055.994349335665,3671.4,3611.99408097511,3611.994349335665
SPORT003,69.0,94.64,93.52136660930893,Sports & Outdoors,2024-01-02T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",26.0,27.0,27.0,77.0,123.0,93.52136971626526,0.3715942028985507,0.3553821247725931,0.3553821698009457,666.64,662.0768984513411,662.0769823391619,2460.64,2525.076898451341,2525.076982339162
SPORT003,69.0,121.4,93.52136660930893,Sports & Outdoors,2024-01-02T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",2.0,27.0,27.0,77.0,123.0,93.52136971626526,0.7594202898550726,0.3553821247725931,0.3553821698009457,104.80000000000001,662.0768984513411,662.0769823391619,242.8,2525.076898451341,2525.076982339162
APP001,19.0,51.42,39.43162842039286,Apparel,2024-01-03T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",52.0,129.0,129.0,35.0,70.0,39.43162594582655,1.7063157894736842,1.0753488642312032,1.0753487339908712,1685.8400000000001,2635.680066230679,2635.6797470116253,2673.84,5086.68006623068,5086.679747011625
APP001,19.0,68.68,39.43162842039286,Apparel,2024-01-03T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",6.0,129.0,129.0,35.0,70.0,39.43162594582655,2.6147368421052635,1.0753488642312032,1.0753487339908712,298.08000000000004,2635.680066230679,2635.6797470116253,412.08000000000004,5086.68006623068,5086.679747011625
APP002,51.0,70.28,75.67936903803569,Apparel,2024-01-03T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",76.0,64.0,64.0,55.5,100.0,75.67936887750595,0.3780392156862745,0.48390919682422917,0.48390919367658725,1465.2800000000002,1579.479618434284,1579.4796081603808,5341.28,4843.479618434284,4843.479608160381
APP003,42.0,48.93,61.91175684712575,Apparel,2024-01-03T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",225.0,154.0,154.0,49.99,90.0,61.91175577737907,0.16499999999999998,0.4740894487410893,0.47408942327093023,1559.25,3066.410554457366,3066.410389716377,11009.25,9534.410554457365,9534.410389716377
BEAU002,12.0,23.94,25.842562469587794,Beauty & Health,2024-01-03T00:00:00.000000,Hair Dryer,"Professional-grade ionic hair dryer with multiple heat and speed settings, cool shot feature, and diffuser for salon-quality results.",63.0,56.0,56.0,23.45,37.0,25.842562633676025,0.9950000000000001,1.1535468724656495,1.1535468861396687,752.22,775.1834982969165,775.1835074858574,1508.22,1447.1834982969165,1447.1835074858573
BEAU003,27.5,33.16,40.88652928974441,Beauty & Health,2024-01-03T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",107.0,84.0,84.0,33.2,59.0,40.8865292561377,0.2058181818181817,0.48678288326343305,0.4867828820413709,605.6199999999997,1124.4684603385303,1124.4684575155668,3548.1199999999994,3434.4684603385303,3434.4684575155666
BEAU003,27.5,54.04,40.88652928974441,Beauty & Health,2024-01-03T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",6.0,84.0,84.0,33.2,59.0,40.8865292561377,0.9650909090909091,0.48678288326343305,0.4867828820413709,159.24,1124.4684603385303,1124.4684575155668,324.24,3434.4684603385303,3434.4684575155666
ELEC001,81.0,84.97,98.42066722259658,Electronics,2024-01-03T00:00:00.000000,Wireless Headphones,"Premium over-ear headphones with active noise cancellation, deep bass, and Bluetooth 5.0 for seamless wireless audio.",132.0,84.0,84.0,90.0,110.0,98.42066721138626,0.04901234567901233,0.21506996571106884,0.21506996557266986,524.0399999999998,1463.3360466981126,1463.3360457564459,11216.039999999999,8267.336046698112,8267.336045756445
ELEC001,81.0,117.79,98.42066722259658,Electronics,2024-01-03T00:00:00.000000,Wireless Headphones,"Premium over-ear headphones with active noise cancellation, deep bass, and Bluetooth 5.0 for seamless wireless audio.",14.0,84.0,84.0,90.0,110.0,98.42066721138626,0.4541975308641976,0.21506996571106884,0.21506996557266986,515.0600000000001,1463.3360466981126,1463.3360457564459,1649.0600000000002,8267.336046698112,8267.336045756445
ELEC002,290.0,348.08,356.33193511078946,Electronics,2024-01-03T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",242.0,218.0,218.0,350.0,420.0,356.3319350204882,0.20027586206896547,0.2287308107268602,0.22873081041547647,14055.359999999997,14460.361854152103,14460.361834466423,84235.36,77680.3618541521,77680.36183446643
ELEC002,290.0,382.33,356.33193511078946,Electronics,2024-01-03T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",116.0,218.0,218.0,350.0,420.0,356.3319350204882,0.3183793103448275,0.2287308107268602,0.22873081041547647,10710.279999999999,14460.361854152103,14460.361834466423,44350.28,77680.3618541521,77680.36183446643
ELEC002,290.0,444.43,356.33193511078946,Electronics,2024-01-03T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",6.0,218.0,218.0,350.0,420.0,356.3319350204882,0.5325172413793103,0.2287308107268602,0.22873081041547647,926.58,14460.361854152103,14460.361834466423,2666.58,77680.3618541521,77680.36183446643
ELEC003,90.0,150.79,130.28487569212874,Electronics,2024-01-03T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",32.0,93.0,93.0,110.0,150.0,130.28487713498137,0.6754444444444444,0.4476097299125415,0.44760974594423747,1945.2799999999997,3746.4934393679723,3746.4935735532677,4825.28,12116.493439367972,12116.493573553267
HOME001,38.12,60.76,49.99999217289893,Home & Kitchen,2024-01-03T00:00:00.000000,Blender,"High-powered blender with stainless steel blades, multiple speed settings, and a durable glass jar for smoothies, soups, and more.",29.0,69.0,57.0,41.0,50.0,54.064493901944566,0.5939139559286465,0.31164722384309895,0.418271088718378,656.5600000000001,819.7194599300262,908.8361524108404,1762.04,3449.999459930026,3081.67615241084
HOME003,52.0,59.4,70.60789976734004,Home & Kitchen,2024-01-03T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",56.0,41.0,41.0,52.0,100.0,70.60790049081895,0.14230769230769227,0.35784422629500084,0.3578442402080567,414.3999999999999,762.9238904609418,762.9239201235769,3326.4,2894.923890460942,2894.923920123577
HOME003,52.0,91.3,70.60789976734004,Home & Kitchen,2024-01-03T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",3.0,41.0,41.0,52.0,100.0,70.60790049081895,0.7557692307692307,0.35784422629500084,0.3578442402080567,117.89999999999999,762.9238904609418,762.9239201235769,273.9,2894.923890460942,2894.923920123577
SPORT001,18.0,30.75,25.436578035035986,Sports & Outdoors,2024-01-03T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",20.0,142.0,142.0,24.0,35.0,25.43657992489905,0.7083333333333334,0.4131432241686659,0.41314332916105834,255.0,1055.99408097511,1055.994349335665,615.0,3611.99408097511,3611.994349335665
SPORT001,18.0,30.85,25.436578035035986,Sports & Outdoors,2024-01-03T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",19.0,142.0,142.0,24.0,35.0,25.43657992489905,0.713888888888889,0.4131432241686659,0.41314332916105834,244.15000000000003,1055.99408097511,1055.994349335665,586.15,3611.99408097511,3611.994349335665
SPORT001,18.0,33.01,25.436578035035986,Sports & Outdoors,2024-01-03T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",5.0,142.0,142.0,24.0,35.0,25.43657992489905,0.8338888888888888,0.4131432241686659,0.41314332916105834,75.04999999999998,1055.99408097511,1055.994349335665,165.04999999999998,3611.99408097511,3611.994349335665
SPORT002,36.2,64.55,59.54019941630957,Sports & Outdoors,2024-01-03T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,47.0,61.0,61.0,45.0,86.0,59.540199862641444,0.783149171270718,0.6447568899533029,0.6447569022829127,1332.4499999999998,1423.7521643948835,1423.7521916211278,3033.85,3631.9521643948838,3631.952191621128
SPORT002,36.2,88.8,59.54019941630957,Sports & Outdoors,2024-01-03T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,4.0,61.0,61.0,45.0,86.0,59.540199862641444,1.453038674033149,0.6447568899533029,0.6447569022829127,210.39999999999998,1423.7521643948835,1423.7521916211278,355.2,3631.9521643948838,3631.952191621128
SPORT003,69.0,85.14,93.52136660930893,Sports & Outdoors,2024-01-03T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",34.0,27.0,27.0,77.0,123.0,93.52136971626526,0.2339130434782609,0.3553821247725931,0.3553821698009457,548.76,662.0768984513411,662.0769823391619,2894.76,2525.076898451341,2525.076982339162
SPORT003,69.0,99.5,93.52136660930893,Sports & Outdoors,2024-01-03T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",20.0,27.0,27.0,77.0,123.0,93.52136971626526,0.4420289855072464,0.3553821247725931,0.3553821698009457,610.0,662.0768984513411,662.0769823391619,1990.0,2525.076898451341,2525.076982339162
APP001,19.0,62.58,39.43162842039286,Apparel,2024-01-04T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",14.0,129.0,129.0,35.0,70.0,39.43162594582655,2.2936842105263158,1.0753488642312032,1.0753487339908712,610.12,2635.680066230679,2635.6797470116253,876.12,5086.68006623068,5086.679747011625
APP001,19.0,64.62,39.43162842039286,Apparel,2024-01-04T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",11.0,129.0,129.0,35.0,70.0,39.43162594582655,2.4010526315789478,1.0753488642312032,1.0753487339908712,501.82000000000005,2635.680066230679,2635.6797470116253,710.82,5086.68006623068,5086.679747011625
